"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
386;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;121585;210
387;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.40";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;29251;166
388;"Dell";"Workstation";15.6;"medium";1920;1080;0;"2.60";8;"HDD";500;0;"AMD";" FirePro W5130M";"windows";8;72940;141
389;"Dell";"Workstation";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" Quadro M1200";"windows";8;113753;141
390;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;133680;210
391;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";8;55358;127
392;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;84768;127
393;"Acer";"Notebook";15.6;"medium";1366;768;0;"1.60";12;"HDD";1024;0;"Nvidia";" GeForce MX130";"windows";12;36976;100
394;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;71875;127
395;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"AMD";" Radeon R7 M445";"linux";8;41498;141
396;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"3.00";4;"SSD";256;0;"AMD";" Radeon 520";"windows";4;26587;141
397;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"AMD";" Radeon RX 550";"windows";8;65511;141
398;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;49977;157
399;"Dell";"Workstation";15.6;"medium";3840;2160;1;"2.80";8;"SSD";256;0;"Nvidia";" Quadro M1200";"windows";8;144495;282
400;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"2.70";16;"SSD";1024;0;"Intel";" HD Graphics 620";"windows";16;139860;210
401;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 500";"windows";4;16304;100
402;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";16;81465;127
403;"Lenovo";"Notebook";25.6;"large";1920;1080;0;"1.60";8;"Hybrid";256;1024;"AMD";" Radeon RX 550";"windows";8;60979;86
404;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"linux";8;46833;141
405;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;119827;127
406;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;99793;157
407;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"2.50";16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";16;93080;166
408;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";512;0;"Intel";" HD Graphics";"windows";8;89510;157
409;"Lenovo";"Notebook";35.6;"large";1920;1080;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;21792;62
410;"Lenovo";"Notebook";11.6;"small";1366;768;0;"1.10";2;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";2;16221;135
411;"Lenovo";"Workstation";15.6;"medium";1920;1080;0;"2.80";8;"SSD";512;0;"Nvidia";" Quadro M1200";"windows";8;102564;141
412;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"2.80";8;"SSD";512;0;"Nvidia";" GeForce GT 940MX";"windows";8;103523;210
413;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon 520";"windows";4;24988;141
414;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;42038;166
415;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;49444;166
416;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"SSD";256;0;"AMD";" Radeon R5 M430";"linux";4;31909;141
417;"Dell";"Notebook";13.3;"small";1366;768;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;36710;118
418;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;79920;157
419;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;28769;100
420;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"AMD";" Radeon RX 550";"windows";8;64755;157
421;"Lenovo";"2 in 1 Convertible";15.6;"medium";3840;2160;1;"2.80";16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"windows";16;101179;282
422;"Chuwi";"Notebook";12.3;"small";2736;1824;0;"1.10";6;"Flash Storage";64;0;"Intel";" HD Graphics 500";"windows";6;23923;267
423;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.90";8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";8;76031;141
424;"Asus";"Notebook";35.6;"large";1920;1080;0;"2.40";8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"linux";8;31808;62
425;"Dell";"Gaming";27.3;"large";2560;1440;0;"2.90";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;149131;108
426;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;61752;141
427;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"Hybrid";256;2048;"AMD";" Radeon 530";"windows";8;60867;141
428;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 620";"linux";8;58555;157
429;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";12;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";12;106507;127
430;"Mediacom";"2 in 1 Convertible";11.6;"small";1920;1080;1;"1.10";4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";4;15931;190
431;"Samsung";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"others";4;14332;135
432;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;53813;166
433;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.70";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;31915;157
434;"Lenovo";"Workstation";15.6;"medium";3840;2160;0;"2.80";16;"SSD";512;0;"Nvidia";" GeForce 940MX";"windows";16;130270;282
435;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.90";16;"SSD";512;0;"Nvidia";" Quadro M2200M";"windows";16;130483;141
436;"Asus";"Gaming";17.3;"large";1920;1080;0;"3.20";8;"Hybrid";256;1024;"AMD";" Radeon RX 580";"windows";8;90310;127
437;"HP";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics 400";"windows";4;18488;100
438;"Google";"Ultrabook";12.3;"small";2400;1600;1;"1.30";16;"SSD";512;0;"Intel";" HD Graphics 615";"others";16;117163;235
439;"Lenovo";"Ultrabook";24.0;"large";2560;1440;0;"2.70";24;"SSD";512;0;"Intel";" HD Graphics 620";"windows";24;126913;122
440;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"linux";4;29784;141
441;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.50";8;"HDD";1024;0;"AMD";" Radeon R4";"windows";8;27652;106
442;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"SSD";256;0;"AMD";" Radeon 530";"windows";4;39907;141
443;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;76137;176
444;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.10";4;"SSD";128;0;"Intel";" HD Graphics 505";"windows";4;18595;141
445;"HP";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;58555;141
446;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;62817;157
447;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"linux";4;23539;100
448;"Dell";"Workstation";15.6;"medium";1920;1080;0;"3.00";8;"HDD";64;1024;"Nvidia";" Quadro M620";"windows";8;106187;141
449;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;54758;141
450;"Microsoft";"Ultrabook";13.5;"small";2256;1504;1;"2.50";16;"SSD";512;0;"Intel";" Iris Plus Graphics 640";"windows";16;137942;201
451;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";8;31382;100
452;"Dell";"Workstation";15.6;"medium";1920;1080;0;"2.70";16;"SSD";256;0;"Nvidia";" Quadro M620";"windows";16;105228;141
453;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.90";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;81732;141
454;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;71662;157
455;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";8;52161;141
456;"Dell";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.60";4;"HDD";500;0;"Intel";" HD Graphics 405";"windows";4;25521;135
457;"Dell";"Notebook";17.3;"large";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";8;109011;127
458;"Microsoft";"Ultrabook";13.5;"small";2256;1504;1;"2.20";4;"SSD";128;0;"Intel";" HD Graphics 615";"windows";4;52694;201
459;"Microsoft";"Ultrabook";33.5;"large";2256;1504;1;"2.50";8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"windows";8;95851;81
460;"HP";"Notebook";17.3;"large";1600;900;0;"2.00";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;34094;106
461;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";4;28984;141
462;"Acer";"Netbook";11.6;"small";1366;768;0;"1.60";4;"SSD";128;0;"Intel";" HD Graphics 400";"windows";4;23177;135
463;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;39907;141
464;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";512;0;"AMD";" Radeon R7 M460";"N/A";8;42571;157
465;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.90";8;"SSD";256;0;"Nvidia";" Quadro M2200M";"windows";8;111355;141
466;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";500;0;"Intel";" HD Graphics 500";"windows";4;16197;100
467;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Nvidia";" GeForce GTX 940MX";"windows";4;24988;100
468;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"HDD";2048;0;"AMD";" Radeon 530";"windows";8;40440;141
469;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";12;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";12;90523;127
470;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"2.60";12;"SSD";256;0;"Intel";" HD Graphics 520";"windows";12;98994;210
471;"HP";"2 in 1 Convertible";13.3;"small";3840;2160;1;"1.80";8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";8;106507;331
472;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";500;0;"AMD";" FirePro W4190M ";"windows";8;61485;141
473;"Google";"Ultrabook";12.3;"small";2400;1600;1;"1.20";8;"SSD";128;0;"Intel";" HD Graphics 615";"others";8;67932;235
474;"Dell";"Ultrabook";13.3;"small";1920;1080;1;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;98134;166
475;"Asus";"Notebook";15.6;"medium";3840;2160;0;"2.60";12;"Hybrid";128;1024;"Intel";" HD Graphics 530";"windows";12;69211;282
476;"Dell";"Notebook";14.0;"medium";1366;768;0;"2.30";8;"SSD";128;0;"Intel";" HD Graphics 520";"windows";8;39427;112
0;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"1.60";8;"SSD";180;0;"Intel";" UHD Graphics 620";"windows";8;52161;157
480;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;89084;166
481;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";512;0;"Nvidia";" GeForce 940MX";"windows";8;67239;141
482;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;31254;100
483;"HP";"Notebook";13.3;"small";1920;1080;0;"1.60";4;"SSD";128;0;"Intel";" UHD Graphics 620";"windows";4;38681;166
484;"Chuwi";"Notebook";15.6;"medium";1920;1080;0;"1.44";4;"Flash Storage";64;0;"Intel";" HD Graphics";"windows";4;13261;141
485;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;30103;100
486;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;55891;157
487;"Dell";"Workstation";15.6;"medium";1920;1080;0;"2.70";16;"SSD";512;0;"Nvidia";" Quadro M620";"windows";16;124569;141
488;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.80";16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"windows";16;101179;141
489;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;95797;176
490;"Asus";"Ultrabook";12.5;"small";1920;1080;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;103896;176
491;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;53919;141
492;"Toshiba";"Ultrabook";13.3;"small";1920;1080;1;"2.70";32;"SSD";512;0;"Intel";" HD Graphics 620";"windows";32;149131;166
493;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;71928;141
494;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";1024;0;"AMD";" Radeon RX 540";"windows";8;30849;100
495;"Asus";"Gaming";17.3;"large";1920;1080;1;"2.60";24;"Hybrid";256;1024;"Nvidia";" GeForce GTX 965M";"windows";24;67612;127
496;"Lenovo";"Ultrabook";12.5;"small";1366;768;0;"2.30";8;"SSD";180;0;"Intel";" HD Graphics 520";"windows";8;58555;125
497;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;47893;141
498;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";1024;0;"Intel";" HD Graphics 620";"windows";8;93187;157
499;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;50563;166
500;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;48538;141
501;"Asus";"Netbook";11.6;"small";1366;768;0;"1.10";4;"Flash Storage";64;0;"Intel";" HD Graphics 500";"windows";4;18115;135
502;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"SSD";256;0;"AMD";" Radeon 520";"windows";8;32980;100
503;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;85195;158
504;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"1.10";4;"HDD";500;0;"Intel";" HD Graphics 500";"windows";4;15931;112
505;"Lenovo";"Netbook";11.6;"small";1366;768;0;"1.60";4;"SSD";16;0;"Intel";" HD Graphics 400";"others";4;14119;135
506;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;50563;166
507;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"Hybrid";256;1024;"Intel";" HD Graphics 620";"windows";8;65215;141
508;"Acer";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"HDD";1024;0;"Nvidia";" GeForce MX150";"windows";4;32661;141
509;"HP";"Ultrabook";13.3;"small";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;70489;166
510;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"N/A";8;61219;141
511;"Dell";"Ultrabook";13.3;"small";1920;1080;1;"2.50";8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";8;47899;166
512;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.70";4;"HDD";500;0;"Nvidia";" GeForce 940MX";"windows";4;34046;141
513;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;44542;141
514;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";16;"Hybrid";256;2048;"AMD";" Radeon 530";"windows";16;64961;141
515;"Xiaomi";"Notebook";15.6;"medium";1920;1080;0;"1.80";16;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";16;74589;141
516;"Asus";"Netbook";11.6;"small";1366;768;0;"1.10";2;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";2;13054;135
517;"HP";"Notebook";15.6;"medium";1366;768;1;"1.60";4;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";4;27784;100
518;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";24;"SSD";512;0;"Nvidia";" GeForce GTX1080";"windows";24;158135;141
519;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;47366;141
520;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX1050 Ti";"windows";16;80133;127
521;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";8;74539;141
522;"HP";"Ultrabook";13.3;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;74539;166
523;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;68184;157
524;"HP";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;36710;100
525;"Dell";"Notebook";17.3;"large";1920;1080;0;"1.60";8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";8;47366;127
526;"Lenovo";"Notebook";24.0;"large";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;71395;92
527;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";4;42571;141
528;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";8;"HDD";2048;0;"Nvidia";" GeForce 920MX ";"N/A";8;24456;100
529;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";500;0;"AMD";" Radeon R5 M430";"windows";4;31169;141
530;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;73367;141
531;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1070";"windows";16;160520;127
532;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";8;45821;141
533;"Asus";"Notebook";15.6;"medium";3840;2160;0;"2.70";8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 960M";"windows";8;69211;282
534;"Mediacom";"Notebook";13.3;"small";1920;1080;0;"1.10";4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";4;19660;166
535;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;87859;141
536;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;72940;141
537;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"AMD";" Radeon 530";"windows";8;42486;141
538;"HP";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"SSD";256;0;"Intel";" HD Graphics 405";"windows";4;21258;141
539;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";12;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";12;95851;127
540;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;45768;157
541;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"1.80";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;74539;276
542;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;39207;157
543;"HP";"Ultrabook";13.3;"small";3200;1800;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;61006;276
544;"Acer";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";8;42517;141
545;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.80";4;"HDD";500;0;"AMD";" Radeon R2 Graphics";"windows";4;18595;100
546;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.40";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;37589;141
547;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;41825;157
548;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.30";4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";4;24634;141
549;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;21152;141
550;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;92121;141
551;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;26587;141
552;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;59513;141
553;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;143803;127
554;"HP";"Notebook";17.3;"large";1600;900;0;"2.00";8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";8;28992;106
555;"HP";"Notebook";17.3;"large";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";8;68198;127
556;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";500;0;"Intel";" HD Graphics 500";"linux";4;11935;100
557;"Mediacom";"Notebook";13.3;"small";1920;1080;0;"1.44";4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";4;13586;166
558;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.70";6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";6;50563;106
559;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";6;"SSD";128;0;"AMD";" Radeon 530";"windows";6;30311;141
560;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M420";"windows";4;32922;100
561;"Acer";"2 in 1 Convertible";11.6;"small";1920;1080;1;"2.00";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;18595;190
562;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;33566;141
563;"HP";"Ultrabook";13.3;"small";3200;1800;1;"1.20";16;"SSD";512;0;"Intel";" HD Graphics 515";"windows";16;104695;276
564;"Lenovo";"Notebook";17.3;"large";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" Quadro M620M";"windows";8;159787;127
565;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;44702;141
566;"Dell";"Ultrabook";13.3;"small";3840;2160;1;"1.60";8;"SSD";128;0;"Intel";" UHD Graphics 620";"windows";8;85195;331
0;"Dell";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"HDD";500;0;"Intel";" UHD Graphics 620";"windows";8;52161;100
569;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.10";4;"HDD";500;0;"Intel";" HD Graphics 505";"windows";4;18328;141
570;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;52747;112
571;"HP";"Workstation";17.3;"large";1600;900;0;"2.80";8;"HDD";500;0;"Nvidia";" Quadro M1200";"windows";8;99154;106
572;"HP";"Notebook";14.0;"medium";1366;768;0;"1.60";8;"HDD";2048;0;"Intel";" HD Graphics 405";"windows";8;20726;112
573;"HP";"Notebook";15.6;"medium";1920;1080;0;"3.00";6;"SSD";256;0;"AMD";" Radeon 530";"windows";6;34579;141
574;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;44222;141
575;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;36497;141
576;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;"1.44";4;"SSD";32;0;"Intel";" HD Graphics";"windows";4;13267;157
577;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;1;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;99367;157
